,0
2025,CC1(C)OC2=CC=C(CCCO)C=C2C=C1
2026,CCC=CCCCCCCCCCC=CCCC(O)=O
2027,CC(C)=CCCC(C)=CCC=C(C)C=C
2028,COC1=CC=C2C=C(CCC(C)O)C=CC2=C1
2029,O=C1OC2=CC=3OC=4CCC=4C=3C=C2C=C1
2030,COCC#CC1(O)CCCCC1CC(OC)OC
2031,CCCCCC=CCCCCC=CCC=CCC(O)=O
2032,CC1=CCC(C)(C)C=CCC(C)=CCC1
2033,CCCCCC=CCC=CCC=CCCCCC(O)=O
2034,CCCCCCCCCCC=CCCC(OC)C(O)=O
2035,CCCCCC=CCC=CC=CC=CC(O)CCCCC
2036,COCOC1CCC=2OC(CCCC=C1)=CC=2C
2037,COC(C)(C)C1(O)CCC(C)CC1=O
2038,CCCCCCCCCCCCCCCCC=CC(O)C#C
2039,CCCCCC=CCC=CCC=CCC=CCCCCOCC
2040,CCCC(O)C=CC=CC=CC#CC#CCCCO
2041,CCCCCC=CCC=CCC=CCC=CCCCC=O
2042,CC(CCC=C(C)CO)C1=CC=C(C)C=C1O
2043,CC(C)CCCCC=CC#CC=COCC(O)CO
2044,CCCCCCC(O)C#CC#CC(O)C(C)O
2045,CC12OOC(C)(OO1)C2CCC(O)=O
2046,O=C1OCCC1=CCCCC=C2CCOC2=O
2047,OC(C(CC(O)=O)C(O)=O)C(O)=O
2048,OCC=CC#CC#CC(O)C=CCCCCCC=C
2049,CCCC(O)CCC=CC=CC#CC#CC=CCO
2050,CC(C)CC12CCOC1OOC(C)(C)C2
2051,CC1(C)CCCC2(C)C1CCC3=COC=C23
2052,CC(C)(C)C1=CC(CO)CC(CO)C1
2053,OC(O)C(CC(O)=O)C(O)C(O)=O
2054,CCCC=CC(O)C#CC#CC(O)C(C)O
2055,CCCCC1(OC)OOC(C)(C)CC1COC
2056,CCCCCCCC=CC(O)C#CC#CC(O)CC
2057,CCCCC1(OC)OOC(C)(C)CC1COC
2058,CCCCCCCC=CC(O)C#CC#CC(O)C=C
2059,CC(O)CCCC=CC=CC(O)CC(O)=O
2060,COCC=CC1(O)CCCCC1CC(OC)OC
2061,COCC=CC1(O)CCCCC1CC(OC)OC
2062,CC(O)CCCC=CCC(O)C=CC(O)=O
2063,CC12CCC(O)CC1(O)CC=C3CCC23
2064,CCCOC1OC(C)C(OC(C)=O)C=C1
2065,CCCCCC#COC1CC(C)CCC1C(C)C
2066,CCCCCCCCCCCCCCCC1CCCC(O)C1O
2067,C1CC(C1)C2OOC(C3OC23)C4CCC4
2068,CC12CCC(O)CC1C(O)C=C3CCC23
2069,CC1=CC2OC1(C)C3CCCCC2C3=O
2070,C1CC(C1)C2OOC(C3OC23)C4CCC4
2071,CC1CCC2C1C(C3CCC23C)C(C)=C
2072,CC12CCC(O)C3OC13CC=C4CCC24
2073,CC(C)OC1OC(CO)C(O)C(O)C1O
2074,CCC12OC(C=C1)C3CCCCC2C3=O
2075,OC1C(O)C(O)C2(CO2)C(O)C1O
2076,OCC(O)C1OC(CC(O)C1O)C(O)=O
2077,CC1CCC2C1C3C(CCC2=C)C3(C)C
2078,CC=CC=CC=CC1CC(O)CC(O)C1C
2079,CC(O)C1OC(CC(O)C1O)C(O)=O
2080,CC1CCC2C1C3C(CCC2C)C3(C)C
2081,OC1C(O)C(O)C2(CO2)C(O)C1O
2082,CC1CCC2C1C(C3CCC23C)C(C)=C
2083,CC(O)C1OC1C=CC2OC2C(O)C=C
2084,C(OC1=CC=CC(OCC2CO2)=C1)C3CO3
2085,CC(C)=CCC1=C(O)C=C(C)OC1=O
2086,CCCCCCCCCCC1=CC=CC(OC)=C1C(O)=O
2087,CC(C)COC1=CC(C)=CC(CC(O)=O)=C1
2088,CCCCCCCCCCCCCCCC(O)(CCO)CCO
2089,COC1=C(C)C(C)=C(O)C(C=O)=C1C=O
2090,CCCCCCCCCCCCCCCCOOC(C)(C)OC
2091,CC(C)(CO)CCCCOCCCCC(C)(C)CO
2092,CC(C)(CO)CCCCCCCCCC(C)(C)CO
2093,CC(C)(C)CC(C)(C)C1=CC=C(O)C=C1
2094,CCCCCCCCCCC1=CC=CC(O)=C1C(O)=O
2095,CCCCCCCCCCCCCC1=CC(O)=CC(O)=C1
2096,CC(C)=CCCC(C)(O)C1=CC=C(C)C=C1
2097,CCCC#CC#CC=C=CCCCCCCC(O)=O
2098,CC(C)=CCOC1=CC=C(CCC(O)=O)C=C1
2099,CCCCCCCCCC(O)CCCCCCCC(O)=O
2100,CCCCCCCCCCCCCCCCCCCCC(O)=O
2101,CCCCCCCCCCCCCC#CCCCCC(O)=O
2102,CC1=CC(O)=C(C=O)C(O)=C1C(O)=O
2103,CCCCCCCCCCCCCCCCCCOCC(O)CO
2104,CC(C)CCOC1=CC=CC(OCC(O)=O)=C1
2105,CC(CC(O)=O)(CC(O)=O)C(O)=O
2106,CCCCCCCCCC1=CC=CC(O)=C1C(O)=O
2107,OCCCCCCCCC1=CC=CC(O)=C1C(O)=O
2108,CC1CCC(CC(O)=O)(CC1)C(O)=O
2109,CCC(O)CCCCCCCCCCCCCCC(O)=O
2110,CCCCCCCCCCC(O)CCCCCCC(O)=O
2111,CCCCCCC(C)CCCCCCCCCCC(O)=O
2112,CCCCCCCCCCCCCCC(C)CCC(O)=O
2113,CCCCCCCCCCC(C)CCCCCCC(O)=O
2114,COC1=CC=CC2=CC(C)=C(OC)C(O)=C12
2115,COC1=CC=CC2=C(OC)C(C)=CC(O)=C12
2116,COC1=CC=C(OC)C2=C(O)C=C(C)C=C12
2117,CC(C)(OC1=CC=C(CO)C=C1)C(O)=O
2118,CCCCCCCCCCCCOC1=CC=C(C=O)C=C1
2119,COCC1=C(C)C(O)=C(O)C(O)=C1C=O
2120,CCCCCCCCCCCCCCOC1=CC=C(C)C=C1
2121,CCCCCCCCCCOC1=CC=C(O1)C(O)=O
2122,CCCCCCC(O)C1=C(O)C=CC(O)=C1CO
2123,CCC=CCC=CCC=CCCCCCCCC(O)=O
2124,CCCCCCCCCC(O)C#CC#CC(O)CCC
2125,COC1=CC=C2C(O)=CC(OC)=C(O)C2=C1O
2126,CCCCOC1=CC(O)=C(C=C1CC=C)C(C)=O
2127,CCCCCCCCCOCCC=CCCCCCCC(O)=O
2128,CCCCCCCCCCCCCCCC1=CC(O)=CC=C1O
2129,CCCCCCCCCCCCCCCC1=CC=C(O)C=C1O
2130,CCCCCCCCC=CCCCCCCCCOC(CO)CO
2131,CC(C)CC(O)CC(C)C1=CC=C(C)C=C1O
2132,COC1=CC(O)=CC=C1CCCC2=CC=C(O)C=C2
2133,CCCCCCCC(O)C=CC#CC#CC(O)C=C
2134,OCC#CCCCC#CCCCC#CCCCCC=CC#C
2135,CCCCCCC=CCCCCCCCC1=CC=CC(O)=C1
2136,CCCCCC1OC1CC#CCCCCCCCC(O)=O
2137,COC1=CC=CC(C=CC(O)=O)=C1C(C)C
2138,CC(O)C1OC(O)C2OC(C)(C)OC12
2139,CCC=CCCCCCCCCCCCCCCCC(O)=O
2140,CCCCC=CC#CC#CCCCCCCCC(O)=O
2141,COCC1=C(C=C(O)C(C)=C1OC)C(C)O
2142,COC1=CC(OC)=C2CCCC(C)(C)C2=C1
2143,CC(C)CCCC(C)CC=CC(C)=CC(O)=O
2144,CCCC(O)C=CC=CCCCCCCCCCC(O)=O
2145,CCCCCCC=CC=CCCCCCCCCCC(O)=O
2146,CC(C)(O)C1=CC=CCCCCCCCCCC1
2147,CCCCCC1CC1CC2CC2CCCCCCCC(O)=O
2148,COC1=CC(C=CC(O)=O)=CC=C1OC(C)=O
2149,CC1=C(C)C=2OC(C)(C)CCC=2C(C)=C1O
2150,CC(C)=CCCC(C)=CCCC(C=C)=CCO
2151,C#CC=CCCCCCCC#CC#CCCCC=CC#C
2152,CCCCC(C)CCCCCCCCCCCCC(O)C#C
2153,CCCCCC=CCC=CCCCCCCCCCC(O)=O
2154,CC(C)CCCCCCCCCCCCCCCC(O)C#C
2155,CC(C)CCC=C(C)C1=CC=C(CO)C=C1O
2156,CCC(O)C1=C(CO)C(OC)=CC(O)O1
2157,CCCCCCCCCCCCCCC1(CO1)C(O)=O
2158,CCCCCC1OC1CC=CCCCCCCCC(O)=O
2159,COC1=CC(C=CC(C)=O)=CC=C1OCC#C
2160,CCOC1=CC(C=CC(O)=O)=CC=C1OCCO
2161,CCC=CCC=CCC(O)C(O)CCCCCC=C
2162,CCCCCC=CCC=CCCCCCCCCC(O)=O
2163,O=CC1=CC=C2OCCOCCOCCOCCOC2=C1
2164,CC(C)=CCCC(C)=CCCC(C)=CC=O
2165,CC1(C)CC2=CC(CC(O)=O)=CC=C2O1
2166,COC1=CC=C2C=C(CCC(O)=O)C=CC2=C1
2167,COC1=CC(C=CC(O)=O)=CC=2OCOC1=2
2168,CC(C)=CCCC(C)=CCCC(C)(O)C=C
2169,CC(C)C1OC2(CCCC2)OOC1C(C)=C
2170,CC1(C)OC2=CC=C(C=CC=O)C=C2C=C1
2171,CCCCCCCC(O)C=CC#CC#CC(O)C=C
2172,CCC=CCC=CCC=CCC#CCCCCC(O)=O
2173,COC1=CC(C=CC(C)=O)=CC=C1OCC=CC
2174,CC(C)=CCCC(C)=CCCC(C)(O)C=C
2175,CC(OC=O)=C1CC2(C)CCC1C=C2C
2176,COC1=CC=CC=2C3CCCC(O)C3(O)C1=2
2177,CCCCCC=CCC=CCC=CCC=CCCCC(O)=O
2178,CCCCCC=CCC=CCC=CCC=CCCCCOCCC
2179,CCCC(O)C=CC=CC=CC#CC#CCCC=O
2180,CCCC(O)C=CC=CC=CC#CC#CCCCOC
2181,CC(CCC=C(C)CO)C1=CC=C(CO)C=C1O
2182,CCC=CCC=CCC=CCC=CCCOCC(O)=O
2183,CCC=CCC=CCC=CCCC=CCOCC(O)=O
2184,CCC=CCC=CCC=CCC=CCCCCC(O)=O
2185,CCCCCCCCCC(O)CCCCC(O)C(C)O
2186,CC(O)C(O)C#CC#CC(O)C=C(C)C
2187,CCCCCC=CCC=CCC=CCC=CCCCC=C
2188,O=C1OCCC1=COCCOC=C2CCOC2=O
2189,CC1C2CCC3(C)C(O)CCC3C2CCC1=O
2190,CC1OC1C#CC#CC(O)C=CCCCCCC=C
2191,OC(C(CC(O)=O)C(O)=O)C(O)=O
2192,CC1(C)CCCC2(C)C3COCC3=CCC12
2193,CCCCCCCCC(C(C)C(O)=O)C(O)=O
2194,CC1CCC2C(C)CCC(C=C12)C(C)=C
2195,CCCC(O)CCC=CC=CC#CC#CC=CCO
2196,CC(CCC1CO1)C2=CC(O)=C(C)C=C2O
2197,CC(C)CCOCCC1CC=CC1OCCC(C)C
2198,OC1CCCC(O)C1(O)C=CC=CC(O)=O
2199,CCC(O)C#CC#CC(O)C=CCCCCCC=C
2200,CC(CCC1CO1)C2=CC(O)=C(C)C=C2O
2201,CCCCCCCCC1OC1CC=CCCCCC(O)=O
2202,CC=CC=CC1CC2=CC(O)=CC(O)=C2O1
2203,CC12CCC(O)CC1(CO)CC=C3CCC23
2204,CC1=CC2CC=3OC=CC=3C(C)(C)C2CC1
2205,CCCCCCCCC1OC1CC=CCCCCC(O)=O
2206,CC1=CC2CC=3OC=CC=3C(C)(C)C2CC1
2207,CC1=CC2CC=3C=COC=3C(C)(C)C2CC1
2208,CC1(O)CC(O)C(O)(CC=O)C1C=O
2209,CC(C)C1CCC(C)(O)CC1OC(C)=O
2210,OCC1=CC(O)(CC(O)C1O)C(O)=O
2211,CCCCCCCCCCCCCCCC1CCCC(O)C1O
2212,CC1CCCC(O)C1(O)C=CC=CC(O)=O
2213,CC1=CCCC(C)=CC2C(CC1)C2(C)C
2214,CC1OC=CC(OC(C)=O)C1OC(C)=O
2215,CC1CCCC(O)C1(O)C=CC=CC(O)=O
2216,CCCCCCCCOC1CC(O)C(O)C(CO)O1
2217,CC1CCC2=C1CC(CCC2C)C(C)(C)O
2218,CC1C2CCC3=CCCC(C)=C3C2OC1=O
2219,CCCCCCCCOC1CC(O)C(O)C(CO)O1
2220,CCCCCCCOC1CC(O)C(O)C(CO)O1
2221,CCCCCCCOC1C(O)C(O)OC(CO)C1O
2222,OCC1OC(O)C(O)C(OCCOCC=C)C1O
2223,CC1CCC2(O1)OC(CCO)CC(O)C2O
2224,CC1CCC2(O1)OC(CCO)CC(O)C2O
2225,CC1CCC2(O1)OC(CCO)CC(O)C2O
2226,CC1CCC2(O1)OC(CCO)CC(O)C2O
2227,CC1CCC2(O1)OC(CCO)CC(O)C2O
2228,CC1CCC2(O1)OC(CCO)CC(O)C2O
2229,CC1CCC2(O1)OC(CCO)CC(O)C2O
2230,CC1CCC2(O1)OC(CCO)CC(O)C2O
2231,CC1CCC2(O1)OC(CCO)CC(O)C2O
2232,CC1CCC2(O1)OC(CCO)CC(O)C2O
2233,CC1CCC2(O1)OC(CCO)CC(O)C2O
2234,CC1CCC2(O1)OC(CCO)CC(O)C2O
2235,CC1CCC2(O1)OC(CCO)CC(O)C2O
2236,CC(C)(O)C=CC1=CC(O)C2OC2C1O
2237,CC1CCC2(O1)OC(CCO)CC(O)C2O
2238,CC1CCC2(O1)OC(CCO)CC(O)C2O
2239,CC1CCC2C1C3C(CCC2=C)C3(C)C
2240,CC=CC=CC=CC1CC(O)CC(O)C1CO
2241,CC1CCC2C1CC(CCC2(C)O)C(C)=C
2242,COC1C(O)C(O)C(O)C(O)C1OCC=C
2243,CC1CCC2C1C3C(CCC2=C)C3(C)C
2244,CC1CCC2C1C3C(CCC2=C)C3(C)C
2245,OCC(O)COC1OC(CO)C(O)C(O)C1O
2246,OCC(O)COC1OC(CO)C(O)C(O)C1O
2247,COC1=CC(CC(O)=O)=C(C=O)C(OC)=C1
2248,CC1=CC=C(C)C(OCC(C)(C)C(O)=O)=C1
2249,CCCCCCCCCCCCCCCC1=CC(O)=CC(O)=C1
2250,CC(C)(CO)CCCCCOCCCCC(C)(C)CO
2251,CC(C)(CO)CCCOCCOCCCC(C)(C)CO
2252,CCCCCC(CC)CC1=CC=CC(O)=C1C(O)=O
2253,CC1=CC(O)=CC(C)=C1C2=CC=C(CO)C=C2
2254,CCCCCCCCC#CC#CC(O)CCCCC(O)=O
2255,CCCC#CC#CC=C=CCCCCCCCC(O)=O
2256,CCC(O)C#CC#CC=C=CCCCCC(O)=O
2257,CCCC#CC#CC#CCCCCCC(O)C(O)=O
2258,CCCCCCCCCCCOCCOCCOCCOCCOCCO
2259,CCCCCCCCCCCCCCCCCCCCCC(O)=O
2260,CC1CCCC(CC(O)=O)(CC(O)=O)C1
2261,CC1(C)C2CC(O)C1C3(CC2)OCCO3
2262,CCCCCCCCCCCCC(CC)CCCCC(O)=O
2263,CCCCCCCCCCCCCCC1(CC1)C(C)=O
2264,COC1=CC(OC)=C2C(C)=C(C=O)OC2=C1
2265,CCCCOCCOC1=CC=C(CC(C)(C)C)C=C1
2266,CCCOCCCOC1=CC=C(CC(C)(C)C)C=C1
2267,CCOCCCCOC1=CC=C(CC(C)(C)C)C=C1
2268,COCCCCCOC1=CC=C(CC(C)(C)C)C=C1
2269,CCCCCCCCCOC1=CC=CC(O)=C1C(O)=O
2270,CC(C)=CCCC(C)=CCCC(C)(O)C=C
2271,CCCCCCCCCCCCCCOC1=CC=C(CO)C=C1
2272,CC(C)(OC(C)(C)C(O)=O)C(O)=O
2273,CCCCCOC1=CC(O)=C(C=C1CC=C)C(C)=O
2274,CCCCCC(O)C=CC#CCCCCCCCCC(O)=O
2275,OCCCCCCCCCOCCC=CCCCCCCC(O)=O
2276,CCCCCCCCC1OC1CCCCCCCCCC(O)=O
2277,CCCCCCC=CC#CCCCCCCCCOC(CO)CO
2278,CCCCCCCCCCCCCCC1CC1CCCC(O)=O
2279,COC1=CC=C(CCC2=CC=C(O)C=C2)C=C1OC
2280,CCCCCC(O)C=CC#CCCCCCCCC(O)=O
2281,CCCC(O)C=CC#CCCCCCCCCCC(O)=O
2282,CC(CO)=CCCC(C)(O)C1=CC=C(C)C=C1
2283,OC(C=C)C#CC#CC(O)C=CCCCCCC=C
2284,CCCCCCCCC#CC#CC1OC1CCCC(O)=O
2285,CCCCC=CCCCCCCCCCC1=CC=CC(O)=C1
2286,CC1(C)CCC(C)(C)C2=CC(O)=CC=C12
2287,CCCC#CC=CC#CCCCCCC(O)C(O)=O
2288,CC(C)=CCOC1=CC=C(C=CC(O)=O)C=C1
2289,CCCCCCCCCCCCC1=CC=C(O)C(O)=C1O
2290,OC1=CC=C(C(O)=C1)C2=CC=C(O)C=C2O
2291,CC(C)(C)C1(C)OC2=CC=CC(O)=C2O1
2292,CCCCCCC(O)CC=CCCCCCCCC(O)=O
2293,COC1=CC(CO)=CC(OC)=C1OCC=C(C)C
2294,CCC=CCCCCCCCCCCCCCCCCC(O)=O
2295,CC(C)=CCCC(C)=CCCC(C)(O)C=C
2296,CC1CC2=CC(C)=C(CCO)C(C)=C2C1=O
2297,CCCCCC(O)C=CC=CCCCCCCCCC(O)=O
2298,CCCCCC=CC=CC(O)CCCCCCCC(O)=O
2299,CC(C)=CCCC(C)(O)C=CC=C(C)C=C
2300,CC1=C2CCC3(C)C(O)CCC3C2CCC1=O
2301,COC1=CC(C=CC2=CC=CO2)=CC(OC)=C1OC
2302,CC(C)=CCCC(C)=CCCC(CC=C)=CCO
2303,CCCCCC=CCC=CCCCCCCCCOC(CO)CO
2304,CCCCC1=CC(OC)=C2OC=CC2=C1OC(C)=O
2305,COC1=CC=C(C=CC2=CC=C(O)C=C2)C=C1OC
2306,COC1=CC(C=CC=2C=COC=2)=CC(OC)=C1OC
2307,COC1=CC=CC(C=CC2=CC=C(O)C=C2)=C1O
2308,C#CC=CCCCCC=CC#CC#CCCCC#CC#C
2309,CC(C)=CCCC(C)=CCC1=CC(O)=CC=C1O
2310,CCCC=CCC=CCCCCCCCC1=CC=CC(O)=C1
2311,COC1=CC(O)=CC=C1C=CC2=CC=C(O)C=C2
2312,OCC1=CC(O)=CC=C1C=CC2=CC=C(O)C=C2
2313,COC1=CC(C=CC=2C=COC=2)=CC(OC)=C1OC
2314,CC(C)=CCC1=CC(C=CC(O)=O)=CC=C1O
2315,CCCCC1=C(CCCC)C(OC)=C2OC=CC2=C1O
2316,O=C1C(CCC1=CC2=CC=CO2)C3CCCC3
2317,CC1(C)CC2=CC=CC(OCC(O)=O)=C2O1
2318,COC1=CC=C(C=C2CCCC(C)C2=O)C=C1
2319,CC1CCCC(CC(O)=O)(CC(O)=O)C1
2320,CCCCCC=CCC1OC1CCCCCCCC(O)=O
2321,CCCCCCCCCCCC=CCC=CCCCC(O)=O
2322,CC#CC#CC=C1OC2(OC=CC2O)C=C1
2323,COC1=CC(C=CC=O)=CC=C1OCC=C(C)C
2324,CC1=CC=C(O1)C2=CC3=CC=C(O)C=C3O2
2325,CC(CO)CCC=C(C)C1=CC=C(CO)C=C1O
2326,CCCCCC1OC1CC=CCCCCCCCC(O)=O
2327,CCOC1=CC=C2C=C(CCC(C)=O)C=CC2=C1
2328,CCCCCCCCCCC=CCCC=CCCCC(O)=O
2329,CC(O)C(O)CC1=CC=C2C=C(O)C=CC2=C1
2330,CC(C)=CCCC(C)=CCCC(C)(O)C=C
2331,CC=CC=CC#CC=CCCCCCCCCC(O)=O
2332,CCCCCC=CCC=CCC=CCCCCCCC(O)=O
2333,OC(CCCCCC=C)C=CC#CC#CC(O)C=C
2334,CCCCCCCCCCC=CCC=CCCC=C(C)C=O
2335,CCCCC(C)CCCCCCCCCCC=CC(O)C#C
2336,CC(C)CCCCCCCCCCCCCC=CC(O)C#C
2337,CCC=CCC=CCC=CCCCCCCCCCC(O)=O
2338,CCCCCCC(O)CC=CCCCCCCCC(O)=O
2339,CCC(O)CCCCCC=CCCCCCCCC(O)=O
2340,COC1=CC2=CC=C(CC(O)=O)C=C2C=C1OC
2341,CC1(C)CCCC2CC2CCC(C)(C)C1=O
2342,CC1(C)CCCC2OC2CCC(C)(C)C1=O
2343,CCCCCCC(O)CC=CCCCCCCCC(O)=O
2344,COC1=CC=C2C=C(C=CC(C)=O)C=CC2=C1
2345,COC1=CC=C2C=C(C=CC(O)=O)C=CC2=C1
2346,CCCCC(C)CCCCCCCCCCC=CC(O)C#C
2347,CC(C)CCCCCCCCCCCCCC=CC(O)C#C
2348,CC(C)C(CCC(C)=O)C1=CC(C)=CC=C1O
2349,CCCCCCCC(OO)C=CC#CC#CC(O)C=C
2350,CC(C)=CCCC(C)(O)C1CCC(C)=CC1
2351,CCCCCCCC=CC(O)C#CC#CC(O)C=C
2352,CCC(O)CCCCCC=CCCCCCCCC(O)=O
2353,CC1CC2=CC(C)=C(CCO)C(C)=C2C1=O
2354,CCCCCC=CCC=CCC=CCC=CCCCC(O)=O
2355,CCCCCC=CCC=CCC=CCC=CCCCCOCC=C
2356,CCCC(OC)C=CC=CC=CC#CC#CCCCOC
2357,CC(CCC=C(C)C=O)C1=CC=C(CO)C=C1O
2358,CCC(C)CCCCCC=CC#CC=COCC(O)CO
2359,CCCCCC(O)C=CC=CCCCCCCCC(O)=O
2360,CCCCCC=CCC=CCC=CCC=CCCCCOCCO
2361,CCCCCCC=CCCCCCCCCCC=CC(O)C#C
2362,CCCCCC=CCC=CCC=CCC=CCCCCOCCCC
2363,CCCCCC=CCC=CCC=CCC=CCCCCOCC#C
2364,CC(C)CCCC1CCC(C)(CC1)C(O)=O
2365,O=C1OCCC1=COCCCOC=C2CCOC2=O
2366,CCCCCCC=CCCCCCCCCCC=CC(O)C#C
2367,CC(C)=CCCC(C)(O)C1CCC(C)=CC1
2368,CCC=CCC=CCC=CCC=CCC=CCCCC=C
2369,OC(C=C)C#CC#CC(O)C=CCCCCCC=C
2370,CC1CCCC(C)C12CCC(C2)C(C)(C)O
2371,CC1(C)CCCC2(C)C1CCC(O)=C2C=O
2372,OC1=CC=C2C3CCC4=CC(O)=CC=C4C3CC2=C1
2373,CC1=CC2CC=3OC=CC=3C(C)(C)C2C=C1
2374,CC1=CCCC2(C)OC2CC(C)(C)C=CC1
2375,CC1=CC2CC=3OC=CC=3C(C)(C)C2CC1
2376,CC1CCC2=C1CC(CCC2C)C(C)(C)O
2377,OCCC1=CC(O)(CC(O)C1O)C(O)=O
2378,CC1(C)OC2CC(O)(CO)CC(O)C2O1
2379,CC=C(C)C1=C(CO)C(O)C2OC2C1=O
2380,CCCCC=CC1=C(CO)C(O)C2OC2C1=O
2381,CCCCCCCCOC1C(O)C(O)OC(CO)C1O
2382,CC(CO)=CCCC1(C)C2CCC(C2)C1=C
2383,C1CCC(C1)C2OOC(C3OC23)C4CCCC4
2384,CC(C)(O)C=CC1=CC(O)C2OC2C1=O
2385,CC1CCCC2(C)CCC(CC12)C(C)(C)O
2386,CC(O)CCC(C)OC1OC(C)C(O)CC1O
2387,CC(C)=CC(O)C1=CC(O)C2OC2C1=O
2388,CC1(C)OC2OC3COC(C)(C)OC3C2O1
2389,CC(C)=CC(O)C1=CC(O)C2OC2C1=O
2390,CC1CCC23C1CCC2(C)CC(C)C3(C)O
2391,CC1CCC2=C1CC(C(O)CC2C)C(C)=C
2392,CCCCCCCCOC1OC(CO)C(O)C(O)C1O
2393,COC1OC(CO)C(O)C2(O)C(O)COC12
2394,OCC(CO)OC1OC(CO)C(O)C(O)C1O
2395,CCCCCCCOC1OC(CO)C(O)C(O)C1O
2396,OCC(O)COC1OC(CO)C(O)C(O)C1O
2397,CCC=CCCOC1OC(CO)C(O)C(O)C1O
2398,CCC=CCCOC1OC(CO)C(O)C(O)C1O
2399,OCC(CO)OC1OC(CO)C(O)C(O)C1O
2400,OCC(O)COC1OC(CO)C(O)C(O)C1O
2401,CC1CCC23C1CCC2(C)CC(C)C3(C)O
2402,CCCC(O)C1OCC2=C1C(O)C3OC3C2O
2403,CC(C)(C)CC(C)(C)C1=CC=C(OCCO)C=C1
2404,COC1=CC(CO)=CC(OC)=C1C2=CC=C(O)C=C2
2405,CCCCCCCCOC1=C(O)OC(C(O)CO)C1=O
2406,CCCCCC(O)C1=CC=CC(CCCCCC(O)=O)=C1
2407,CCCCCCCCCCCOC1=CC=CC(O)=C1C(O)=O
2408,CCCCCCCCCCCCCCCC1(O)CCOC(O)C1
2409,CCCCCCCCCCCCCCCC1=CC=C(O)C(O)=C1
2410,CCCCCCCCCCCCCCCCCCOOC(C)(C)OC
2411,CC(C)(CO)CCCCCOCCCCCC(C)(C)CO
2412,CC(C)(CO)CCCCCCCCCCCC(C)(C)CO
2413,COC1=CC=C(OC)C(CCCCCCCCCCCCO)=C1
2414,CC1=CC=C(CCCCC2=CC=C(O)C(O)=C2)C=C1
2415,OC1=CC=C(CCCCC2=CC=C(O)C(O)=C2)C=C1
2416,COC1=CC(OC)=C(C=CC(C)=O)C(OC)=C1
2417,CCCCCCCCCCCCCCCCCCCCCCCCCCCCC
2418,CCCCCCCCCCCCC1=CC=CC(O)=C1C(O)=O
2419,CCCCCC#CCC#CCC#CCC#CCCCC(O)=O
2420,CC1CCCC2(CC(C)(CC(O)=O)OO2)C1
2421,OC1=CC=C(CCCC2=C(O)C=C(O)C=C2O)C=C1
2422,CCCCCCCCCCCCCCCCCCCCCCC(O)=O
2423,CCCCCCCCCCCCOC1=CC=CC(O)=C1C(O)=O
2424,COC1=CC=C(C=O)C=2OC3(CC1=2)CCCCC3
2425,CCCCC(C)C1=CC(O)=C(CC)C(O)=C1C=O
2426,CCC(OC(C)=O)C1=CC=C(OC(C)=O)C=C1
2427,CCCCCCCCC#CCC#CCC#CCCCC(O)=O
2428,COC1=CC=C(C(OC)=C1OC)C2=CCCCCC2
2429,OCCCCCCCCCCC1=CC=CC(O)=C1C(O)=O
2430,CCC(C)(OOC(C)(C)C)OOC(C)(C)C
2431,CC1(C)C(CC(O)=O)CCCC1CC(O)=O
2432,CC(C)=CCCC(C)(O)C1CCC(C)=CC1
2433,OC(CCCCCCCCCCCCCCC(O)C#C)C#C
2434,OC1=COC(COC2=CC=CC(O)=C2)=CC1=O
2435,CCCCCCCCCCCCCCOC1=CC=C(C=O)C=C1
2436,CCCCCCCCCCCCOC1=CC=C(O1)C(O)=O
2437,CCCCCCCCCCCC1=CC=CC(O)=C1C(C)=O
2438,CCCCCCCCCC(O)C#CC#CC(O)CCCCC
2439,COC1=CC=C(CC=2OC3=CC=CC(O)=C3C=2C)C=C1
2440,CCCCCC(O)C#CC=CCCCCCCCCCC(O)=O
2441,CCCCCC(O)C=CC#CCCCCCCCCCC(O)=O
2442,CCCCCC1(C)CC(O)C2=CC=C(OC)C=C2O1
2443,OC(CCCCC(O)=O)C=CC#CC#CC#CC#C
2444,COC1=CC=C(C=C2C#CCCCCC#CC2O)C=C1
2445,CCCCOC1=CC=C(CCC(O)=O)C=C1OCCCC
2446,CC=C1C=C(C)C2(CC2)C(C)(O)C1=O
2447,CCCCCC(O)CCC=CCCCCCCCCCC(O)=O
2448,CCCCCCCCCC=CCC(CC(O)=O)C(O)=O
2449,CCCCCCCCCC=CCCCC1=CC=C(O)C(O)=C1
2450,CCCCCCC=CCCCCCCCCCC1=CC=CC(O)=C1
2451,COC1=C(O)C=CC=C1CCC2=CC(O)=CC(O)=C2
2452,CC(CCCCC=C)CCCC=CC#CCCCC(O)=O
2453,CCC=CCCCCCCCCCCCCCC1=CC=CC(O)=C1
2454,CCCCC=CCCCCCCCCCC1=CC=CC(OC)=C1
2455,CCOC1=CC=C(CCC2=CC=CC(O)=C2)C=C1OC
2456,CCC1OC1CCCCCCCCCCCCCCCC(O)=O
2457,CCCCCCCCC=CCCCCCCCCCCCC(O)=O
2458,CC1(C)CCC(C)(C)C2=CC(C=O)=CC=C12
2459,CC1=C(OC2=CC(O)=C(O)C=C12)C(O)=O
2460,CCC=CCCCCCCCCCCCCCCCCCC(O)=O
