,0
3543,CC1=CCC2(CO)COC(C1C2)C3=CC=C(O)C(O)=C3
3544,CCCCCCCOC1C2CCC(O2)C1CC=CCCCC(O)=O
3545,CCCCCCC(O)C1CC(O)C2=C(O1)C(O)CCC2=O
3546,CCCCCCCCCCCCCCC1C(OC(C)=O)C(CO)OC1=O
3547,CC1=C(O)C=CC(C2CCC3(C)C(O)CCC3C2)=C1C
3548,COC1=CC=2C3C4=CC=C(O)C=C4OCC3(O)CC=2C=C1O
3549,CC1(C)CCCC2(C)C1CCC3(O)CC(CCO)CCC23
3550,COC1=CC=2C3CCC4(C)C(O)CCC4C3CCC=2C=C1O
3551,CC(C)=C1CC2C(CCC2(C)O)C(C)(O)CC1=O
3552,COC1=CC=C2CCC3C(C)(CO)C(O)CCC3(C)C2=C1
3553,CC1(C)CCCC2(C)C1CCC3(C)C2CCC4=COC=C34
3554,COC1OCC(OC(C)=O)C(OC(C)=O)C1OC(C)=O
3555,CC(C)=C1CC2C(CCC2(C)O)C(C)(O)CC1=O
3556,CC(C)=C1CC2C(CCC2(C)O)C(C)(O)CC1=O
3557,COC1=CC=C2CCC3C(C)(CO)C(O)CCC3(C)C2=C1
3558,CC1=CC(O)=CC(OC2OC(CO)C(O)C(O)C2O)=C1
3559,CC(C)=C1CC2C(CCC2(C)O)C(C)(O)CC1=O
3560,CC(C)=C1CC2C(CCC2(C)O)C(C)(O)CC1=O
3561,CC(C=O)=C1C(O)CC1(C)C2CC(C)(C)CC2O
3562,CCCC1CC2CC13CC4=CC(O)=CC=C4C3=C(C)C2=O
3563,CC1CCC(O)C(C)=CC23OC12CC(C)(C)C3=O
3564,OC1COC(OCC2=CC=C3C=C(O)C=CC3=C2)C(O)C1O
3565,CCCCCC(O)CCC1C(O)CC(O)C1CCCCCCC(O)=O
3566,CC(CCC1=CC=C(O)C=C1O)OC2OCC(O)C(O)C2O
3567,CCCCCCCCCCCCCCOC1OC(CO)C(O)C(O)C1O
3568,CCCC=C1CCC2C3CCC4=CC(O)=CC=C4C3CCC12C
3569,CC(CCC1=CC=C(O)C=C1O)OC2OCC(O)C(O)C2O
3570,COCC1C2CCC3(C)CCCC4(OCOO4)C3C2OC1=O
3571,CCC1(O)CCC2C3CCC4=CC(O)=CC=C4C3CCC12C
3572,CCCCCCCCCCCCCCOC1OC(CO)C(O)C(O)C1O
3573,CC12OC1(C)C3(C)OC3(C)C4(C)OC4(C)O2
3574,CCCCCCCCOCC1OC2OC(C)(C)OC2C3OCOC13
3575,CC1=CC(O)=CC(OC2OC(CO)C(O)C(O)C2O)=C1
3576,CCCCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(O)=O
3577,CCCCCC(O)C1CCC(O1)C2CCC(O2)C(O)CCCCC
3578,COC1(OCC2C=CC3CC(C)CCC3C12C)C(C)=O
3579,COC1=CC=2C3CCC4(C)C(O)CCC4C3CCC=2C=C1O
3580,CC12CCC3C(C)(C)C(O)CC(O)C3(C)C1CCO2
3581,COC1=CC=C(OC2OC(CO)C(O)C(O)C2O)C=C1OC
3582,CCCC1=CC=2C3CCC4(C)C(O)CCC4C3CCC=2C=C1O
3583,CCC1CC2C3CCC4=CC(O)=CC=C4C3CCC2(C)C1O
3584,CC1C2CCC3C(OC(C)=O)OC(OC1OC(C)=O)C23
3585,OCC1OC(OC2C(O)C=COC2CO)C(O)C(O)C1O
3586,CCCCCC(O)C1=CC=CC(OCC2=CC=CC(CC(O)=O)=C2)=C1
3587,CC1=C(O)C=CC2=C1CCC3=CC(O)=C(C)C(C=C)=C23
3588,CC(C)(CCCCCCCCCC(C)(C)CC(O)=O)CC(O)=O
3589,CCC1=CC=C(C=CC1=O)C2=CC=C(OC)C(OC)=C2OC
3590,CCCCCCCCCCCCCCCCC(O)(CC(O)=O)CC(O)=O
3591,CCCCCCCCCCCCC#CCOCC1=CC=C(CCC(O)=O)C=C1
3592,CCCCCCCCCCC=C=CCOCC1=CC=C(CCC(O)=O)C=C1
3593,CC(C)(CCCOCCOCCCC(C)(C)C(O)=O)C(O)=O
3594,CCCCCCCCCCCCCCOC1=C(O)OC(C(O)CO)C1=O
3595,COC1=CC(O)=CC2=C(OC)C(OC)=C3C=CC=C(O)C3=C12
3596,CC1(C)CCC2(CC1)OOC3(CCC(C)(C)CC3)OO2
3597,CCC(C)(C1=CC=C(O)C(C)=C1)C2=CC=C(O)C(C)=C2
3598,CCCCCCCCCCCCCCCCCCCCCC1=CC(O)=CC(O)=C1
3599,CCCCCCCCCCCCCCCC1=CC(O)=CC(O)=C1C(O)=O
3600,CCCCCOC1=CC=C(CCC2=CC=CC(O)=C2C(O)=O)C=C1
3601,CCCCC#CC1OC(COC(C)=O)C(OC(C)=O)C=C1
3602,CCC(C(CC)C1=CC=C(O)C(O)=C1)C2=CC=C(O)C=C2
3603,COC1=CC=C(C(OC)=C1OC)C2=CC=CC=C(O)C2=O
3604,CCCCCOC1=CC=C(COC2=CC=CC(O)=C2C(O)=O)C=C1
3605,CCCC1OC2=C(C)C(O)=CC=C2C3=C(C)C=C(O)C=C13
3606,CCCCCCCCCCCCCCCCOC1=CC=C(C=CC(O)=O)C=C1
3607,COC1=CC=C2C(C=CC3=CC(O)=C(OC)C(OC)=C23)=C1O
3608,CCCCCC(OC(C)=O)C=CC#CCCCCCCCCCC(O)=O
3609,CCCCCCC=CCCCCCCCC1=CC(O)=CC(O)=C1C(O)=O
3610,CC1=CC(O)=C(O)C=C1C2=CC(O)=CC(O)=C2C(O)=O
3611,CC(C)CCCC(C)CCCC(C)CCCC(C)=CCOC(C)=O
3612,COC1=CC(OC)=CC(C=CC2=CC=C(OC)C(OC)=C2)=C1
3613,COC1=CC(OC)=CC(C=CC2=CC(OC)=CC(OC)=C2)=C1
3614,CCC=CC(CC)CC(C)CC1=CC(CC)=C(CC(O)=O)O1
3615,COC1=CC=C(OC)C(CCC2=CC(OC)=C(OC)C=C2C)=C1
3616,CC(C)=CCCC(C)=CCOC1=CC=C(CCC(O)=O)C=C1
3617,COC1=CC(CCCC2=CC(OC)=C(O)C(OC)=C2)=CC=C1O
3618,COC1=CC=C(C=CC2=CC=C(OC)C(OC)=C2)C(OC)=C1
3619,COC1=CC=C(OC)C(C=CC2=CC=C(OC)C(OC)=C2)=C1
3620,CCCCCCCCC=CCCCCCCCCOC1=CC=C(O1)C(O)=O
3621,CC1=C(C)C2=CC=C(OCC3=CC=CC(O)=C3)C=C2OC1=O
3622,CC1=C(C)C2=CC=C(OCC3=CC=CC(C)=C3)C=C2OC1=O
3623,CCCCCC(OC(C)=O)C=CC=CCCCCCCCCCC(O)=O
3624,CC1=CC=C(C)C(OC2=COC3=CC(O)=CC=C3C2=O)=C1
3625,CC1=CC(C)=CC(OC2=COC3=CC(O)=CC=C3C2=O)=C1
3626,CC(O)CC1=C(C)C2=CC=C(OC(C)=O)C=C2OC1=O
3627,CC(C)=CCCC(C)=CCOC1=CC=C(C=CC(O)=O)C=C1
3628,CCCCCCOC1=CC(C=CC(O)=O)=CC(OCCCCCC)=C1O
3629,CCCCCC=CCC=CCCCCCCCC1=CC=CC(O)=C1C(O)=O
3630,COC1=CC=C2C(C=O)=C(OC2=C1)C3=CC=C(O)C=C3OC
3631,CCCCCC=CCC=CCCCCCCCCCC1=CC(O)=CC(O)=C1
3632,CC(C)C1=CC=C(C=C2OC3=CC=CC(O)=C3C2=O)C=C1
3633,COC1=CC=C2C(OC3=C(OC)C(OC)=C(O)C=C23)=C1O
3634,CCC(C1=CC=C2C=C(O)C=CC2=C1)C(C)(C)C(O)=O
3635,CC1=CC=C(C=C2C3CCC(C)(C2=O)C3(C)C)C=C1
3636,CC1=CC(O)=CC=C1C2=CC=C(O2)C3=CC=C(O)C=C3C
3637,CC(C)CCCCCCC#CCCCCCCCCCC(O)C#CC#CCO
3638,CC1=CC=C2C(COC3=CC(CC(O)=O)=CC=C3C2=O)=C1
3639,CC(C)=CCCC(C)=CCCC(C)=CC=CC(C)(O)C=C
3640,CCC=CCC=CCC=CCCCCCCCC1=CC=CC(O)=C1C(O)=O
3641,CCCCC(C)COCC1C2CCC(O2)C1CC=CCCCC(O)=O
3642,CCCCCC(C)OCC1C2CCC(O2)C1CC=CCCCC(O)=O
3643,CCCCCCOC(C)C1C2CCC(O2)C1CC=CCCCC(O)=O
3644,CC(C)=CCCC(C)=CCCC(C)=CCCC(CC=C)=CCO
3645,CC(C)=CCCC(C)=CCCC(C)=CCC1=CC(O)=CC=C1O
3646,COC1=CC(C=CC2=CC(O)=C3C=COC3=C2)=CC=4OCOC1=4
3647,COC1=CC(C=CC=O)=CC=C1OCC=C(C)CCC=C(C)C
3648,CC(C)C1=CC=C(C=C2OC3=CC=C(O)C=C3C2=O)C=C1
3649,CCOC1=CC=C(C=C2CCC(C3CCCC3)C2=O)C=C1OC
3650,CCOC1=CC=2C3CCC4(C)C(O)CCC4C3CCC=2C=C1O
3651,COC1=C(O)C=CC(C2=CC3=CC=C(O)C=C3OC2)=C1OC
3652,CC(C)CCCCCCC=CCCCCCCCCCC(O)C#CC#CCO
3653,COC1=CC=C(C=CC2=CC=C(OC)C(OC)=C2OC)C=C1OC
3654,COC1=CC=C(C=CC2=CC(OC)=C(OC)C=C2OC)C=C1OC
3655,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(O)=O
3656,CC(C=CC=C(C)C=C1CCCC(C)=C1C)=CC(O)=O
3657,COC1=CC(OC)=C(C=C1OC)C(C=C)C2=CC=CC(O)=C2
3658,CCC(C(CC(C)=O)C1=CC=C(O)C=C1)C2=CC=C(O)C=C2
3659,CCCCCC1=CC(O)=CC(O)=C1C2C=C(C)CCC2C(C)=C
3660,CCC(C(CC)C1=CC=C(OCC=C)C=C1)C2=CC=C(O)C=C2
3661,COC1=CC=C(C2COC3=CC(O)=CC=C3C2=O)C(OC)=C1O
3662,CCCC=CCOCC1C2CCC(O2)C1CC=CCCCC(O)=O
3663,COC1=CC(C2=CC3=CC=C(O)C=C3OC2=O)=C(O)C=C1O
3664,OC(CCC1=CC=C(O)C=C1)CC(O)CCC2=CC=C(O)C=C2
3665,CCC(O)C(O)CC=CCC=CCC=CCC=CCCCC(O)=O
3666,COC1=C(O)C=CC(C2OC3=CC=C(O)C=C3C=C2)=C1OC
3667,CC(C)(O)C=CCC(C)(C=C)C=CC1=CC=C(O)C=C1
3668,CCC=CCC(O)CCC=CCCCCCCCC1=CC(O)=CC(O)=C1
3669,CCCCCCCCC(O)C=CC1CCCC(O)(CC(O)=O)C1
3670,CCC(C1=CC=C2C=C(O)C=CC2=C1)C(C)(C)C(O)=O
3671,COC1=CC=C(C2COC3=CC(O)=CC=C3C2=O)C(OC)=C1
3672,CCCCCCCCCCCCCC=C1C(OC(C)=O)C(CO)OC1=O
3673,CCC=CCC=CCC=CCC=CCC=CCCCC(O)CCC(O)=O
3674,CCCCCCCCC(O)C=CC1CCCC(O)(CC(O)=O)C1
3675,CC(C)=CCCC(C)=CC(O)CC(C)=CCCC(C)=CCO
3676,CCCCCCC#CC#CCCCCCCCCCCC1CC(CO)OC1=O
3677,CC(C)C1=CC=2CCC3C(C)(C)CCCC3(CO)C=2C=C1O
3678,CCC=CCC=CCC=CCC=CCC=CC=CC(O)CCC(O)=O
3679,CC(C)=CCCC(C)=CC(O)CC(C)=CCCC(C)=CCO
3680,COC1=CC(O)=C(C=C1OC)C2COC3=CC(O)=CC=C3C2=O
3681,OC1C2=CC=C(O)C=C2OCC1(O)CC3=CC=C(O)C(O)=C3
3682,CC(CCCC=1C=COC=1)CC(O)CC(C)=CCCC=2C=COC=2
3683,CCCCC(O)C=CC1C2CCC(O2)C1CC=CCCCC(O)=O
3684,CC1CC(C)C2=C(C1)C=CC(C)=C2C=CC=CC(O)=O
3685,CCCCC(CC)CC1(CC)OOC(CC(O)=O)C(CC)=C1
3686,CC(C)=C(CC1C(CCC1(C)O)C(C)=C)C(O)=O
3687,CC(C)=CCCC(C)=C1CC(O)C(C)(O)C(O)C1=O
3688,CC(C)=C(CC1C(CCC1(C)O)C(C)=C)C(O)=O
3689,CC(C)=C(CC1C(CCC1(C)O)C(C)=O)C(C)=O
3690,CC1CC2=CC(O)=CC=C2C3=C1C4=CC=C(O)C=C4CC3C
3691,CC1CC2=CC(O)=CC=C2C3=C1C4=CC=C(O)C=C4CC3C
3692,CC(C)=C1CC2C(C)(O)CCC2(O)C(C)=CC1=O
3693,CCCCCC(O)C=CC=CC=CC(O)CC=CCCCC(O)=O
3694,CC(C)(O)C1(O)C(O)CC2(C)CC=C(CO)CCC12
3695,CC1(C)CCCC2(C)C1C(O)C=C(C=O)C2(O)C=O
3696,CC1CC(OC(C)=O)C(CC1OC(C)=O)C(C)(C)O
3697,COC1=CC=C2C(CCCOC23OC(CCO)CC(O)C3O)=C1
3698,CC1CC2=CC(O)=CC=C2C3CCC4(C)C(O)CCC4C13
3699,CC12CC3CCC4=CC(O)=CC=C4C3CC1CCC2(O)C#C
3700,CC(O)C=CC1(O)C(C)(C)CC(O)C(O)C1(C)O
3701,COC1=CC(CCCO)=CC=C1OC2OC(CO)C(O)C(O)C2O
3702,CC#CC1(O)CCC2C3CCC4=CC(O)=CC=C4C3CCC12C
3703,CC1CC2(C)C(O)CCC2C3CCC4=CC(O)=CC=C4C13
3704,CCCCCCCCCCCCCCCOC1OC(CO)C(O)C(O)C1O
3705,COC1=CC(CCOC2OC(CO)C(O)C(O)C2O)=CC=C1O
3706,OCC#CC1=CC=C(OC2OC(CO)C(O)C(O)C2O)C=C1
3707,COC1OC(O)C2(O)CCC3C(C)(C)CCCC3(C)C12
3708,CC1CC2=CC(O)=CC=C2C3CCC4(C)C(O)CCC4C13
3709,COC1=CC(CCOC2OC(CO)C(O)C(O)C2O)=CC=C1O
3710,CC1C2CCC3C(OC(C)=O)OC(OC1OC(C)=O)C23
3711,CCC1CC2(C)C(O)CCC2C3CCC4=CC(O)=CC=C4C13
3712,COC1CC2(C)C(O)CCC2C3CCC4=CC(O)=CC=C4C13
3713,COC1CCC2(C)C(CCC3(C)C2CCC4=COC=C34)C1C
3714,CC(CO)=CCCC1(C)CC2C1CCC3(C)OC3CCC2=C
3715,COC1=CC=2C3CCC4(C)C(O)CCC4C3CCC=2C=C1CO
3716,CCCCC1=CC=2C3CCC4(C)C(O)CCC4C3CCC=2C=C1O
3717,CCOC1=CC=2C3CCC4(C)C(O)CCC4C3CCC=2C=C1O
3718,COCC1=CC=2C3CCC4(C)C(O)CCC4C3CCC=2C=C1O
3719,CC1CC2(C)C(O)CCC2C3CCC4=CC(O)=CC=C4C13
3720,CC(C)(O)C1CC2C(CCC2(C)O)C(C)(O)CC1O
3721,CCCC1CC2C3CCC4=CC(O)=CC=C4C3CCC2(C)C1O
3722,CC1C2CC3OC3(C)C(O)CC4OC4(C)CC2OC1=O
3723,COC1=CC=C2C(CCC3=CC(O)=C(OC)C(OC)=C23)=C1
3724,COC1=CC=C2C(CCC3=CC(OC)=C(O)C(OC)=C23)=C1
3725,CCC(C(CC)C1=CC=C(O)C(O)=C1)C2=CC=C(O)C(O)=C2
3726,CCC(C(CC)C1=CC=C(O)C(CCCO)=C1)C2=CC=C(O)C=C2
3727,CC(C)(CCCCCCCCCCC(C)(C)CC(O)=O)CC(O)=O
3728,CC1=CC(OCCCCCCCCCC(C)(C)CO)=C(C)C(C)=C1O
3729,CCOC1=CC=C(C=CC1=O)C2=CC=C(OC)C(OC)=C2OC
3730,CCCCCCCCCCCCCCCCCC(O)(CC(O)=O)CC(O)=O
3731,CCCCCCCCCCCCCCCOC1=C(O)OC(C(O)CO)C1=O
3732,CC(C)(CCCCCCCCCCCC(C)(C)C(O)=O)C(O)=O
3733,CCCCCCCCCCCCCCCCCCCCC1=CC=CC(O)=C1C(O)=O
3734,COC1=C(O)C=CC2=C1CCC3=CC(O)=C(C)C(OC)=C23
3735,CCCCCC1=CC(O)=C(CC=C(C)CCC=C(C)C)C(O)=C1
3736,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO
3737,COC1=C(CC=C(C)C)C(O)=C(C=O)C(O)=C1C(C)=O
3738,COC1=CC=C(O)C2=C1C=CC3=CC(O)=C(OC)C(OC)=C23
3739,CCCCCCCC1=CC=C(CCC2=CC=CC(O)=C2C(O)=O)C=C1
3740,CC(C)(C)OOC(C)(C)CCC(C)(C)OOC(C)(C)C
3741,COC1=CC2=CC(O)=C(OC)C(OC)=C2C3=C(O)C=CC=C13
3742,CCCCCC1=CC(OC)=C(CC=C(C)C)C(O)=C1C(O)=O
3743,O=CC1=CC=C(OCCCCCCCCOC2=CC=C(C=O)C=C2)C=C1
3744,CCOC(CC(O)=O)C1=CC=C(OCC2=CC=CC(C)=C2)C=C1
3745,CCOC(CC(O)=O)C1=CC=C(OCC2=CC=C(C)C=C2)C=C1
3746,CCCC1=CC(C)=C2OC(CC3=CC=C(OC)C=C3)=C(C)C2=C1O
3747,CCCC1=CC=CC2=C(C=C(C)C(O)=O)C=C(OC)C(O)=C12
3748,CCCC1=CC=CC2=C(C=C(C)C(O)=O)C=C(OC)C(O)=C12
3749,COC1=C(C)C(C)=C(C)C(O)=C1CC=C(C)CCC(O)=O
3750,COCCCC1=CC=CC2=C(C=CC(O)=O)C=C(OC)C(O)=C12
3751,COC1=CC(OC)=C(OC)C=C1CCCCCCCCCCCCCCCCCCO
3752,CC(C)=CCCC(C)=CCOC1=CC(O)=CC(O)=C1C(C)=O
3753,CCC1=CC=CC2=C(C=C(C)C(O)=O)C=C(OC)C(O)=C12
3754,COC1=CC(CCC2=CC=C(OC(C)=O)C=C2)=CC(OC)=C1OC
3755,CCC1=C(CC)C(OC(C)=O)=C2C(C)=CC=C(C)C2=C1OC
3756,CCCCC=CCCCCCCCCCCCCCCCC1=CC(O)=CC(O)=C1
3757,CCCC1(O)C(CC2(O)CC3(O)CCC=CC3C12O)C=C
3758,CCCCCOC1=CC=C(C=CC2=CC=CC(O)=C2C(O)=O)C=C1
3759,COC1=CC(OC)=CC(C=CC2=CC=CC(OC(C)=O)=C2)=C1
3760,CCC1=CC=CC2=C(C=C(C)C(O)=O)C=C(OC)C(O)=C12
3761,COC1=CC2=C(C=CC3=CC(OC)=C(OC)C(O)=C23)C=C1O
3762,COC1=CC=C(OC)C2=C1OC3=C(OC)C(OC)=C(O)C=C23
3763,CCCCCCC1=CC=C(OCCCCCCCCCCOC(CO)CO)C=C1O
3764,CCCCCCCC1=CC=C(CCC2=CC(O)=CC=C2C(O)=O)C=C1
3765,COC1=CC2=CC(O)=C(OC)C(OC)=C2C3=CC=C(O)C=C13
3766,COC1=CC(OC)=C2C=C(OC2=C1)C3=CC(O)=CC(O)=C3
3767,CCCC(O)C=CC=CCCCCCCCC1=CC=CC(O)=C1C(O)=O
3768,COC1=CC(C)=C(CCC(C)=CC=CC(C)=O)C(C)=C1C
3769,CCCCCC(O)C=CCCC1CCCC2=C(OCC(O)=O)C=CC=C12
3770,CC1=CC=C(O)C=C1C(C)(C)C(C)(C)C2=CC(O)=CC=C2C
3771,CC1=CC(O)=CC=C1C(C)(C)C(C)(C)C2=CC=C(O)C=C2C
3772,CC(COC1=CC(C)=CC(C)=C1C)=CC=CC(C)=CC(O)=O
3773,COC1=CC(C=CC2=CC=C(OC(C)=O)C=C2)=CC(OC)=C1OC
3774,COC1=CC(C=CC2=CC=C(OC(C)=O)C=C2)=CC(OC)=C1OC
3775,CC1CC(C)(C)CCC12OOC3(CCC(C)(C)CC3C)OO2
3776,OCC(O)C#CC#CCCC(O)C#CC#CC=CCCCCC=CC#C
3777,OCC(O)C#CC#CCCCC#CC#CC=CC(O)CCCC=CC#C
3778,OCC(O)C#CC#CCCCC#CC#CC=CC(O)CCCC=CC#C
3779,OCC(O)C#CC#CCCCC#CC#CC=CCCCC(O)C=CC#C
3780,CC(C)=CCCC(C)=CCC1(O)OC2=CC=CC(C)=C2C1=O
3781,OCC(O)C#CC#CCCCC#CC#CC=CCCCC(O)C=CC#C
3782,COC1=CC=C(C=C2OC3=CC=CC(O)=C3C2=O)C(OC)=C1
3783,COC1=CC=C(C2=COC3=CC(O)=CC=C3C2=O)C(OC)=C1
3784,COC1=CC(OC)=CC(C=CC2=CC(OC)=CC(OC)=C2O)=C1
3785,COC1=CC(OC)=CC(C=CC2=CC(OC)=CC(OC)=C2O)=C1
3786,COC1=CC=C(C(C=O)=CC2=CC=C(O)C=C2OC)C(O)=C1
3787,COC1=CC=C(C=C2CCC(C3CCCC3)C2=O)C(OC)=C1
3788,COC1=CC=C2OC3=C(CCC2=C1C)C=C(OC)C(C)=C3C=C
3789,COC1=CC=C2C(COC3=CC=C(CC(O)=O)C=C3C2=O)=C1
3790,COC1=CC=C2C(COC3=CC(CC(O)=O)=CC=C3C2=O)=C1
3791,CCCCCCC=CCCCCCCCCCC1=CC(OC)=CC(OC)=C1OC
3792,CCCCCC(O)C1=CC=CC(OCC2=CC=CC(CC(O)=O)=C2)=C1
3793,COC1=CC=C(C=CC=CC2=CC=C(OC)C(OC)=C2)C=C1OC
3794,CC(COC1=C(C)C=C(C)C=C1C)=CC=CC(C)=CC(O)=O
3795,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CC(O)=O
3796,CCCC1CC2=C3CC(OC3=C(C)C(C)=C2C1=O)C(O)=O
3797,CC(C)=CCCC(C)=CCOC1=CC=C(C=CC(O)=O)C=C1O
3798,CC(C)(O)C(O)CCC(C)(C=C)C=CC1=CC=C(O)C=C1
3799,COC1=CC(O)=C(C=C1OC)C2=COC3=CC(O)=CC=C3C2=O
3800,COC1=CC(C=CC2=CC(O)=C3C=COC3=C2)=CC(OC)=C1OC
3801,CCC=CCC=CCC=CCCCCCCCCCC1=CC(O)=CC(O)=C1
3802,COC1=CC(C=CC2=CC(O)=C3C=COC3=C2)=CC(OC)=C1OC
3803,COC1=CC(OC)=CC(C=C2OC3=CC(O)=CC=C3C2=O)=C1
3804,CCC1CC2=CC(O)=CC=C2C3=C1C4=CC=C(O)C=C4CC3CC
3805,COC1=CC=C(C2=COC3=CC(O)=CC=C3C2=O)C(O)=C1O
3806,CC(C)CC1=CC=C(C=C2OC3=CC=C(O)C=C3C2=O)C=C1
3807,CC#CC1=CC=2C3CCC4(C)C(O)CCC4C3CCC=2C=C1O
3808,COC1=C(O)C=CC(C2=COC3=CC(O)=CC=C3C2=O)=C1O
3809,CC(CCC=C(C)CCC=C(C)CC1=CC=CC(C)=C1)=CCO
3810,COC1=CC=C(C2CCC3=C(OC)C=C(OC)C=C3O2)C(O)=C1
3811,CC(C)C1=CC=C(C)CCC=C(C)CC(O)C=C(C)CC1
3812,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(O)=O
3813,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(O)=O
3814,CCCCCCCCCCCCCCCC1(C)CC(C)(CC(O)=O)OO1
3815,CCCCCC(O)C=CCCCCCCCC1=CC=CC(O)=C1C(O)=O
3816,CC1(CCCCCCCCC(O)=O)CC(C)(CC(O)=O)OO1
3817,CC(C=CC=C(C)C=C1CCCC(C)=C1C)=CC(O)=O
3818,CC(CO)=CCCC(C)(O)C=CCC(C)=CCCC(C)=CCO
3819,OC1=CC2=C3C4=CC=C(O)C=C4OCC3(O)CC2=CC1=O
3820,COC1=CC(CC(CO)OC2=CC=C(CCCO)C=C2OC)=CC=C1O
3821,COC1=CC=C(CCC(O)CC(O)CCC2=CC=C(OC)C=C2)C=C1
3822,CCCCCC=CC=CC(O)CC=CCC=CCC=CCCCCC(O)=O
3823,COC(C)(C)C(O)CCC(C)=CCCC(C)=CCCC(C)=O
3824,COC1=CC=C(C2COC3=CC(O)=CC=C3C2=O)C(OC)=C1O
3825,CC1=C(O)C=C(CC(O)CC(O)CCCCCCCO)OC1=O
3826,CCC=CCC=CCC=CCC=CCC=CCCCC(CCC(O)=O)OC
3827,CCCCCCCCCCCCCC=C1C(OC(C)=O)C(CO)OC1=O
3828,CC(C)CCCC(C)CCCC(C)CCCC(C)=CCOC(C)=O
3829,CCC=CCC=CCC=CCC=CCC=CC=CC(CCC(O)=O)OC
3830,COC1C2=CC=C(O)C=C2OCC1(O)CC3=CC=C(O)C(O)=C3
3831,COC1=CC(CCCO)=CC=C1OC(CO)C(O)C2=CC=C(O)C=C2
3832,CC(C)C1(O)CCC(C)=CCCC(C)=CCC=C(C)C=C1
3833,CC(C)=CC(O)CC(C)=CCCC(C)=CCCC(C)=CCO
3834,OCC1=CC=C(COC2(CC(O)C(O)C=C2)C(O)=O)C=C1
3835,CCCCC=CC#CC#CCCCCCCCCCCC1CC(CO)OC1=O
3836,CC(C)C1=CC=2CCC3C(C)(C)CCCC3(CO)C=2C=C1O
3837,CCCCCC(O)C=CC1C2CCC(O2)C1CC=CCCCC(O)=O
3838,COC1=CC=C(CC2COCC2CC3=CC=C(O)C(O)=C3)C=C1OC
3839,CCCCCC1=CC(O)=CC(O)=C1C2C=C(C)CCC2C(C)=C
3840,CC(C)CC1=CC=2C3CCC4(C)C(O)CCC4C3CCC=2C=C1O
3841,CCC1CC2=CC(O)=CC=C2C3=C1C4=CC=C(O)C=C4CC3CC
3842,CC(C)C1=CC=C2C(CCC3C(C)(CCCC23C)C=O)=C1
3843,OCCCCCC=CCC(O)C=CC=CC=CC(O)CCCC(O)=O
3844,COC1C(COC(C)C)OC(OCC(O)=O)C(OCCO)C1OC
3845,CCC1CC2=CC(O)=CC=C2C3=C1C4=CC=C(O)C=C4CC3CC
3846,CCC1CC2=CC(O)=CC=C2C3=C1C4=CC=C(O)C=C4CC3CC
3847,CC(CCC1C(C)(O)CCC2C(C)(C)CCCC12C)=CCO
3848,CC(C=C)=CCC1C(C)(O)CCC2C(C)(C)CCCC12C
3849,CCC=CC(CC)CC1(CC)OOC(CC(O)=O)C(CC)=C1
3850,CC1=CC(C)(C)C2(O)COC(C1C2)C3=CC=C(O)C=C3
3851,CCC=CC1=CC=2C3CCC4(C)C(O)CCC4C3CCC=2C=C1O
3852,CCCCCCC(O)C1CC(OC)C2=C(O1)C(O)CCC2=O
3853,CC(C)=C1CC(O)C(C)(O)CCC(O)C(C)=CC1=O
3854,CC(C)=C1CC(O)C(C)(O)CCC(O)C(C)=CC1=O
3855,CC(C)C1=C(O)C=CC2=C1CCC3C(C)(CCCC23C)C=O
3856,CC(C)=C1CC(O)C(C)(O)CCC(O)C(C)=CC1=O
3857,COC1OC(C=CC2=CC=C(OC)C=C2)C3OC(C)(C)OC13
3858,COC1=CC2=C(CCC3C(C)(CO)C(O)CCC23C)C=C1CO
3859,COC1OC(C=CC2=CC=CC(OC)=C2)C3OC(C)(C)OC13
3860,CC1CCC2C(C)(C)CCCC23OC4=CC=C(O)C=C4CC13C
3861,COC1=CC2=C(CCC3C(C)(CO)C(O)CCC23C)C=C1CO
3862,CC1=C2CCC(C)=CCCC3(C)OC3CCC(C)=CC2OC1
3863,CC(C)C1=CC=C(C)CCC=C(C)CCC2OC2(C)CC1O
3864,CCCCCCCCCCCCCCCCOC1OC(CO)C(O)C(O)C1O
3865,CC1(C)OC2C3OC(C)(C)OCC3OC2(O1)C(O)=O
3866,CCC1(O)CC2CCC3=CC(O)=CC=C3C2(CC)CC1(C)O
3867,CCCCCC(O)C=CC1C2CCC(O2)C1CC=CCCCC(O)=O
3868,CCCCCCCCC=CCCCCCCOC1C(O)C(O)OC(CO)C1O
3869,CC(C)C1=CC=C(C)CCC=C(C)CCC2OC2(C)CC1O
3870,CC1=C2CCC(C)=CCCC3(C)OC3CCC(C)=CC2OC1
3871,CCCCCC(O)C=CC1C2CCC(O2)C1CC=CCCCC(O)=O
3872,CC12CCC3C(CC=C4CC(O)CCC34CC=O)C1CCC2O
